sub	session	condition	accuracy	RT
sub-5367	7	S_H	0.9166666666666667	1.0724166666666666
sub-5367	7	S_L	0.9166666666666667	1.1862916666666667
sub-5367	7	S_U	0.75	1.2482727272727272
sub-5367	9	S_C	0.9583333333333333	1.0594166666666667
sub-5367	9	S_H	0.9166666666666666	0.9054848484848484
sub-5367	9	S_L	0.9166666666666667	1.0273333333333332
sub-5367	9	S_U	0.7916666666666667	1.1365416666666666
sub-5374	7	S_C	1.0	0.7521666666666668
sub-5374	7	S_H	0.9583333333333333	1.0532083333333333
sub-5374	7	S_L	0.9166666666666667	1.061125
sub-5374	7	S_U	0.7916666666666667	1.1887916666666667
sub-5374	9	S_C	1.0	1.199125
sub-5374	9	S_H	1.0	1.033625
sub-5374	9	S_L	0.9166666666666666	1.1236666666666666
sub-5374	9	S_U	0.7083333333333333	1.2718333333333334
sub-5379	7	S_C	1.0	0.744625
sub-5379	7	S_H	0.875	0.9985416666666667
sub-5379	7	S_L	0.7916666666666666	1.072625
sub-5379	7	S_U	0.75	1.1172333333333335
sub-5379	9	S_C	0.9583333333333333	1.4049507575757576
sub-5379	9	S_H	1.0	1.0540416666666665
sub-5379	9	S_L	0.9583333333333333	1.1300416666666666
sub-5379	9	S_U	0.875	1.1949545454545454
sub-5409	7	S_C	1.0	0.6632916666666666
sub-5409	7	S_H	0.9166666666666666	1.3184469696969698
sub-5409	7	S_L	1.0	1.1488749999999999
sub-5409	7	S_U	0.5	1.4205333333333332
sub-5409	9	S_C	1.0	0.7066250000000001
sub-5409	9	S_H	1.0	1.1132499999999999
sub-5409	9	S_L	1.0	1.189125
sub-5409	9	S_U	0.7916666666666667	1.434875
sub-5414	7	S_C	0.9583333333333333	0.6468333333333334
sub-5414	7	S_H	0.9166666666666666	1.1870833333333333
sub-5414	7	S_L	0.75	1.27375
sub-5414	7	S_U	0.5833333333333334	1.338469696969697
sub-5414	9	S_C	0.9583333333333333	1.0365833333333334
sub-5414	9	S_H	1.0	1.2107083333333333
sub-5414	9	S_L	0.9166666666666666	1.2875
sub-5414	9	S_U	0.8333333333333333	1.359162878787879
sub-5430	7	S_C	0.9583333333333333	0.9231666666666667
sub-5430	7	S_H	0.7083333333333333	1.4309053030303032
sub-5430	7	S_L	0.45833333333333337	1.6372272727272728
sub-5430	7	S_U	0.9583333333333333	1.6321590909090906
sub-5430	9	S_C	1.0	0.8543333333333334
sub-5430	9	S_H	0.8333333333333333	1.1987222222222222
sub-5430	9	S_L	0.8333333333333333	1.2995416666666668
sub-5430	9	S_U	0.7916666666666666	1.3521636363636365
sub-5435	7	S_C	0.9166666666666666	1.315465909090909
sub-5435	7	S_H	0.7083333333333333	1.505232323232323
sub-5435	7	S_L	0.6666666666666667	1.8154227272727272
sub-5435	7	S_U	0.5416666666666667	1.4547863636363636
sub-5435	9	S_C	0.8333333333333334	0.9197916666666668
sub-5435	9	S_H	0.7916666666666667	1.3917727272727272
sub-5435	9	S_L	0.6666666666666667	1.4396363636363638
sub-5435	9	S_U	0.45833333333333337	1.45125
sub-5447	7	S_C	1.0	1.0027916666666667
sub-5447	7	S_H	0.8333333333333334	1.36075
sub-5447	7	S_L	0.7916666666666667	1.5246742424242423
sub-5447	7	S_U	1.0	1.553125
sub-5447	9	S_C	0.9166666666666666	1.3777613636363637
sub-5447	9	S_H	0.75	1.5641863636363635
sub-5447	9	S_L	0.75	1.7309545454545454
sub-5447	9	S_U	0.7916666666666667	1.7221250000000001
sub-5460	7	S_C	1.0	1.18025
sub-5460	7	S_H	0.8333333333333333	1.4597727272727272
